Session,Type,Title,Speaker,Institute,Country,Abstract,Raw_Speaker_Data
Collective Dynamics,parallel,Probing initial baryon stopping and equation of state with rapidity-dependent directed flow of identified particles,"Du, Lipei",McGill University,Unknown,"Using a (3+1)-dimensional hybrid framework with parametric initial conditions, we study the rapidity-dependent directed flow  $v_1(y)$ of identified particles, including pions, kaons, protons, and lambdas in heavy-ion collisions. Cases involving Au+Au collisions are considered, performed at $\sqrt{s_{\rm NN}}$ ranging from 7.7 to 200 GeV. The dynamics in the beam direction is constrained using the measured pseudo-rapidity distribution of charged particles and the net proton rapidity distribution. Within this framework, the directed flow of mesons is driven by the sideward pressure gradient from the tilted source, and that of baryons mainly due to the initial asymmetric baryon distribution with respect to the beam axis driven by the transverse expansion. Our approach successfully reproduces the rapidity- and beam energy-dependence of $v_1$ for both mesons and baryons. We find that the $v_1(y)$ of baryons has strong constraining power on the initial baryon stopping, and together with that of mesons, the directed flow probes the equation of state of the dense nuclear matter at finite chemical potentials. We also provide predictions for the upcoming STAR Beam Energy Scan II measurements of the pseudo-rapidity dependent $v_1$ for charged particles at 27 GeV.

[1] L. Du, C. Shen, S. Jeon, and C. Gale, ""Probing initial baryon stopping and equation of state with rapidity-dependent directed flow of identified particles"", arXiv: 2211.16408.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lipei', 'last_name': 'Du', 'fullName': 'Du, Lipei', 'id': '7819128', 'affiliation': 'McGill University', 'emailHash': '1e0e7538672a9c32cfcd8c118b70bcf9', 'db_id': 7819128, 'person_id': 7559277}"
Collective Dynamics,parallel,Rapidity-dependent dynamics of the initial state via 3D multi-system Bayesian calibration,"Mankolli, Andi",Vanderbilt University (US),USA,"Most of our experimentally-driven knowledge about the early stages of a heavy-ion collision comes from analysis of measurements made near mid-rapidity. However, much information about the dynamics is encoded in rapidity-dependent behavior, and there exists a large amount of experimental data available to constrain this rapidity dependence. To leverage this information, we perform a systematic model-to-data comparison using three-dimensional hydrodynamic simulations of multiple collision systems --- large and small,  symmetric and asymmetric, at different collision energies, from both RHIC and the LHC. Specifically, we perform fully 3D multi-stage hydrodynamic simulations initialized by a parameterized model for rapidity-dependent energy deposition [1] and we calibrate on a range of observables such as hadron multiplicity, anisotropic flow vectors, and mean transverse momentum --- including their rapidity-dependent fluctuations and correlations. We utilize Bayesian inference to constrain properties of the early- and late-time dynamics of the system, and further harness the results to do experimental design and study the effectiveness of various potential measurements (e.g. from upgraded detectors) at improving these constraints.

[1] C. Shen and B. Schenke, “Longitudinal dynamics and particle production in relativistic nuclear collisions,” Phys. Rev. C 105, no.6, 064905 (2022)
[arXiv:2203.04685].","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andi', 'last_name': 'Mankolli', 'fullName': 'Mankolli, Andi', 'id': '7908884', 'affiliation': 'Vanderbilt University (US)', 'emailHash': 'd06632cbc9c7ff8aee01fd75b39ce357', 'db_id': 7908884, 'person_id': 7692661}"
Chirality,parallel,Post-blind Analysis of Isobar Collisions and Background-controlled Upper Limit on the Chiral Magnetic Effect from STAR,"Feng, Yicheng",Purdue University,USA,"The STAR Collaboration has reported results from a blind analysis of isobar collisions (${^{96}_{44}\text{Ru}}+{^{96}_{44}\text{Ru}}$, ${^{96}_{40}\text{Zr}}+{^{96}_{40}\text{Zr}}$) at $\sqrt{s_{\mathrm{NN}}}=200$ GeV on the search for the chiral magnetic effect (CME). Significant differences were observed in the measured multiplicity ($N$) and elliptic anisotropy ($v_{2}$) between the two isobar systems [1]. The isobar ratio (Ru/Zr) of CME-sensitive observable, $v_2$-scaled charge separation ($\Delta\gamma/v_2$) is close to but systematically larger than the inverse multiplicity ($1/N$) ratio. This indicates the potential existence of a CME signal, as well as the presence of remaining background that is different between the isobars [2]. In this contribution, we present two post-blind analyses of the isobar data that address the remaining backgrounds and attempt to extract any possible CME signal. One of the analysises applies a weighting procedure such that the two isobar systems have identical distributions of $N$ and $v_{2}$, and then compares the CME-sensitive observables ($\Delta\gamma$ correlator and signed Balance Functions [3]) between two isobars with matched $N$ and $v_{2}$. The other analysis examines the two- and three-particle nonflow contributions to the isobar ratio of $\Delta\gamma / v_{2}$ using real data as well as HIJING simulation. This allows the estimation of a modified background baseline for the $\Delta\gamma/v_2$ ratio.  The overall contribution of nonflow is found to be positive, resulting in a background baseline larger than the inverse multiplicity ratio and generally consistent with the isobar measurements. We extract an upper limit of the CME signal in isobar collisions.

[1] M. Abdallah $\textit{et al.}$ (STAR Collaboration), Phys. Rev. C $\textbf{105}$, 014901 (2022) 
[2] D.E.Kharzeev, J.Liao and S.~Shi, Phys. Rev. C $\textbf{106}$, L051903 (2022)
[3] S. Choudhury $\textit{et al.}$, Chinese Phys. C $\textbf{46}$ 014101 (2022)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Yicheng', 'last_name': 'Feng', 'fullName': 'Feng, Yicheng', 'id': '7908859', 'affiliation': 'Purdue University', 'emailHash': '8b7b93ad2e58ef18b2d8d3e6acc83c8a', 'db_id': 7908859, 'person_id': 7728284}"
Chirality,parallel,Impact of globally spin-aligned vector mesons on the search for the chiral magnetic effect in heavy-ion collisions,"Shen, Diyu",Fudan University,Unknown,"In high-energy heavy-ion collisions, the chiral magnetic effect (CME) is predicted to arise from the interplay between the chirality imbalance of quarks in the nuclear medium and the intense magnetic field, and will cause a charge separation along the magnetic field direction. While the search for the CME is still ongoing in experiments at  Relativistic Heavy Ion Collider (RHIC) and the Large Hadron Collider (LHC),  the CME-sensitive observables need to be scrutinized to exclude the non-CME contributions. In this work, we examine the influence of globally spin-aligned $\rho$ mesons on the   $\gamma_{112}$ correlator, the $R_{\Psi_2}(\Delta S)$ correlator, and the signed balance functions, via a toy model and a multiphase transport model (AMPT). The global spin alignment of vector mesons could originate from non-CME mechanisms in heavy-ion collisions, and is  characterized by the 00-component of the spin density matrix, $\rho_{00}$. We find that the CME observables show similar dependence on $\rho_{00}$, and could receive  a positive (negative) contribution from $\rho$-decay pions,  if the $\rho_{00}$ of $\rho$ mesons is larger (smaller) than 1/3. Since pions are the most abundant particles in such collisions, the $\rho_{00}$ measurements for $\rho$ mesons become crucial to the interpretation of the CME data.

[1] D.Y. Shen, J.H. Chen, A.H. Tang and G. Wang, Impact of globally spin-aligned vector mesons on the search for the chiral magnetic effect in heavy-ion collisions, Phys. Lett. B 839 (2023) 137777","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Diyu', 'last_name': 'Shen', 'fullName': 'Shen, Diyu', 'id': '7818956', 'affiliation': '', 'emailHash': 'e9b7932f4418ba2457e21e0bef6a7494', 'db_id': 7818956, 'person_id': 7546187}"
Chirality,parallel,Flow and hyperon polarization at RHIC BES from multi-fluid dynamics,"Karpenko, Iurii",FNSPE CTU in Prague,Unknown,"We present a study of flow and hyperon polarization observables at RHIC BES energies in a MUlti Fluid simulation for Fast IoN collisions (MUFFIN) model. MUFFIN is based on a multi-fluid approach to relativistic heavy-ion collisions, and treats the initial stage of heavy-ion reaction as mutual inter-penetration of baryon-rich fluids. It is implemented from scratch with the use of a versatile 3+1 dimensional relativistic viscous hydrodynamic code vHLLE. The model is aimed at describing heavy-ion collision dynamics at lower RHIC BES energies, including the fixed-target mode, and energies of future FAIR facility.
Global angular momentum and directed flow have the same prerequisites, which are baryon stopping and finite impact parameter. Therefore we study them together. We discuss underlying vorticity development in multi-fluid approach, hyperon - anti-hyperon splitting, and compare our results to the recent data for hyperon polarization from HADES experiment at GSI, and a measurement from fixed-target program at RHIC, in addition to previous measurements within RHIC BES program. We examine directed flow observable at different collision energies, and show its equation-of-state dependence and the effects of final-state hadronic cascade, in a full-fledged dynamical model.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Iurii', 'last_name': 'Karpenko', 'fullName': 'Karpenko, Iurii', 'id': '7818984', 'affiliation': 'FNSPE CTU in Prague', 'emailHash': '5501c33bc03ff4bfa730e4170f8a0a6c', 'db_id': 7818984, 'person_id': 7538110}"
Chirality,parallel,Sphaleron damping and effects on normal and anomalous charge transport in high-temperature QCD plasmas,"de Bruin, Lillian",Unknown,Unknown,"We modify the hydrodynamic equations of a relativistic chiral plasma to account for dissipative effects due to QCD sphaleron transitions. By analyzing the linearized hydrodynamic equations, we show that sphaleron transitions lead to nontrivial effects on vector and axial charge transport phenomena in the presence of a magnetic field. Notably, dissipative effects of sphaleron transitions lead to the emergence of a wavenumber threshold that characterizes the onset of Chiral Magnetic Waves. Sphaleron damping also significantly impacts the time evolution of both vector and axial charge perturbations in the presence of a magnetic field. We further investigate the dependence of charge separation on the rate of sphaleron transitions, which may have implications for the experimental search for the Chiral Magnetic Effect in heavy ion collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Lillian', 'last_name': 'de Bruin', 'fullName': 'de Bruin, Lillian', 'id': '7819218', 'affiliation': '', 'emailHash': '48969e17ccbc3bfd2e55aa7b8ed56f98', 'db_id': 7819218, 'person_id': 7530024}"
Chirality,parallel,Exact Polarization of Particles of Any Spin at Global Equilibrium,"Palermo, Andrea",Stony Brook University,United States,"The polarization of the $\Lambda$ particle offers the unique opportunity to study the hydrodynamic gradients in the Quark-Gluon Plasma formed in heavy-ion collisions. However, the theoretical formula commonly used to calculate polarization is only a linear order expansion in thermal vorticity and neglects higher-order terms. Here, we present an exact calculation at all orders in (constant) thermal vorticity at global equilibrium. We resum the series and obtain the analytic form of the spin density matrix and the polarization vector for massive and massless particles of any spin or helicity. Finally, we extend our results to local equilibrium, where we evaluate their impact by numerically calculating polarization in a 3+1 hydrodynamic simulation for different collision systems.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Andrea', 'last_name': 'Palermo', 'fullName': 'Palermo, Andrea', 'id': '7819093', 'affiliation': '', 'emailHash': '2eb4c98587c09484356a3b8484d99cfd', 'db_id': 7819093, 'person_id': 7559308}"
Chirality,parallel,A new stable and causal theory of viscous chiral hydrodynamics,"Abboud, Nick",University of Illinois at Urbana-Champaign,USA,"Over the past decade, considerable research effort has focused on investigating macroscopic consequences of anomalies in quantum field theories. In particular, chiral matter is expected to exhibit novel transport phenomena arising from the interplay between quantum anomalies and electromagnetic and vortical fields [1]. In order to study these effects in fluid systems like the quark-gluon plasma formed in heavy-ion collisions, it is important to develop consistent theories of relativistic chiral hydrodynamics which capture the underlying anomaly and include dissipation. Attempts to develop such theories--even their dissipationless counterparts--have suffered from fundamental issues of acausality, instability, and ill-posedness of the initial value problem [2]. Following an effective field theory approach [3-7], we have constructed a first-order relativistic chiral hydrodynamic theory which is stable and causal within a range of values of transport coefficients. This is the first viscous theory of relativistic chiral hydrodynamics that can be used in numerical simulations of heavy-ion collisions.

[1] D. E. Kharzeev, J. Liao, S. A. Voloshin, G. Wang, Prog. Part. Nucl. Phys. 88 (2016) 1-28.
[2] E. Speranza, F. S. Bemfica, M. M. Disconzi, J. Noronha, Phys. Rev. D 107 (2023) 5, 054029.
[3] F. S. Bemfica, M. M. Disconzi, J. Noronha, Phys. Rev. D 98 (2018) 10, 104064.
[4] P. Kovtun, JHEP 10 (2019) 034.
[5] F. S. Bemfica, M. M. Disconzi, J. Noronha, Phys. Rev. D 100 (2019) 10, 104020.
[6] R. E. Hoult, P. Kovtun, JHEP 06 (2020) 067.
[7] F. S. Bemfica, M. M. Disconzi, J. Noronha, Phys. Rev. X 12 (2022) 2, 021044.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Nick', 'last_name': 'Abboud', 'fullName': 'Abboud, Nick', 'id': '7818872', 'affiliation': 'University of Illinois at Urbana-Champaign', 'emailHash': '1c4cb7c42e45447ab23d25321afdd53c', 'db_id': 7818872, 'person_id': 7556075}"
Chirality,parallel,"New Insights into Global Spin Alignment in Heavy-Ion Collisions: Measurements of $\phi$, $\omega$, $\rho^0$, and $J/\psi$ at STAR","Xi, Baoshan",Fudan University,Unknown,"The global spin alignment of particles produced in heavy-ion collisions can reveal valuable information about the strong force field and the properties of the quark-gluon plasma. The STAR collaboration recently observed a large global spin alignment of $\phi$-mesons in Au+Au collisions using the data from the first phase of the RHIC Beam Energy Scan program (BES-I) [1]. This cannot be explained by conventional mechanisms but may be attributable to the influence of vector meson force fields. In this contribution, we present new measurement of $\rho^0$ global spin alignment as a function of transverse momentum ($p_T$) and centrality for Au+Au, Ru+Ru, and Zr+Zr collisions at $\sqrt{s_{NN}}$ = 200 GeV. We discuss the implications of our results for the search for the Chiral Magnetic Effect, as the global spin alignment of $\rho^0$ mesons can effectively influence the measurement of charge separation across the reaction plane. Additionally, we present new precision and differential measurements of $\phi$-meson global spin alignment as a function of $p_T$, centrality, and rapidity (y) at $\sqrt{s_{NN}}$ = 7.7, 14.6, and 19.6 GeV, using higher-statistics data from the BES-II program. Furthermore, we have conducted a comparative study of the global spin alignment of $\phi(s,\bar{s})$, $\omega(u,\bar{u},d,\bar{d})$, and $J/\psi(c,\bar{c})$ through hadronic or leptonic decay modes in isobar collisions of Ru+Ru and Zr+Zr at $\sqrt{s_{NN}}$ = 200 GeV.  These studies with more differential measurements and with vector mesons of various quark contents aim to understand the role of the strong field in nuclear structure and the evolution of nuclear matter. The addition of new particle species and measurements through previously unexplored decay channels can help understand the intricate effects of in-medium and hadronization mechanisms on global spin alignment.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Baoshan', 'last_name': 'Xi', 'fullName': 'Xi, Baoshan', 'id': '7908834', 'affiliation': 'Fudan University', 'emailHash': 'b6ba13465a92a82fa0036858fd175e55', 'db_id': 7908834, 'person_id': 7695832}"
Chirality,parallel,QGP vortex rings as a new probe for jet-induced medium response and longitudinal dynamics,"Matioli Serenone, Willian",Universidade de São Paulo,Unknown,"Hydrodynamics provides quantitative descriptions of various flow measurements in heavy-ion collisions, suggesting the strongly-coupled nature of the hot QCD matter. A ubiquitous phenomenon in fluid dynamics is the formation of vortex rings. In heavy-ion collisions, different conditions can give rise to toroidal vortex structure in the QGP medium, such as the medium's response to jet thermalization [1] and the early-stage longitudinal dynamics in asymmetric collisions [2]. Considering these scenarios, in this talk, we will present a systematic study of how $\Lambda$ hyperon's polarization can probe these toroidal vortex structures in QGP. We define a ""ring observable"" in terms of the $\Lambda$ production plane polarization [2]. It represents a measure of the effects caused by the vorticity induced in the ring formation. By conducting event-by-event analysis with the state-of-the-art (3+1)D theoretical framework [3, 4], we demonstrate that this ring observable is a highly sensitive probe for thermalizing energy-momentum currents deposited from high-energy jets and for the early-time longitudinal dynamics in asymmetric collision systems. An experimental indication of such ``smoke rings'' formed in the QGP would represent a significant advancement in studying the emergent phenomena of many-body QCD at multiple length scales.


[1] W. M. Serenone, D. D. Chinellato, M. A. Lisa, C. Shen, J. Takahashi and G. Torrieri, ""$\Lambda$ polarization from thermalized jet energy"", Phys. Let. B 820, 126500 (2021)

[2] M. A. Lisa, J. G. P. Barbon, D. D. Chinellato, W. M. Serenone, C. Shen, J. Takahashi and G. Torrieri, ""Vortex rings from high energy central p+A collisions"", Phys. Rev. C 104, no.1, 011901 (2021)

[3] V. H. Ribeiro, W. M. Serenone, D. D. Chinellato, M. A. Lisa, C. Shen, J. Takahashi and G. Torrieri, ""$\Lambda$ polarization from vortex ring as medium response for jet thermalization"", arXiv:2305.02428 [hep-ph] (2023)

[4] C. Shen and B. Schenke, ""Longitudinal dynamics and particle production in relativistic nuclear collisions"", Phys. Rev. C 105, no.6, 064905 (2022)","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Willian', 'last_name': 'Matioli Serenone', 'fullName': 'Matioli Serenone, Willian', 'id': '7819027', 'affiliation': 'Universidade de São Paulo', 'emailHash': '3e8fe7f49d291f4b46a31ac9cfa39223', 'db_id': 7819027, 'person_id': 7560034}"
Chirality,parallel,Hyperon Polarization in Heavy Ion Collisions from STAR,"Gou, Xingrui",Shandong University,Unknown,"The observation of hyperon polarization has revealed the existence of large vorticities in the medium created by heavy-ion collisions. Global polarization indicates vorticities perpendicular to the reaction plane due to the system's orbital angular momentum. The difference of global polarization between $\Lambda$ and $\bar{\Lambda}$ hyperon can provide essential insights into the late-stage magnetic field sustained by the QGP.

With the high-statistics data collected by the STAR experiment for isobar Ru+Ru and Zr+Zr collisions at $\sqrt{s_{\mathrm{NN}}} = 200$ GeV, we present the measurements of global polarization for $\Lambda$, $\bar{\Lambda}$, and $\Xi^{\pm}$ as a function of centrality, transverse momentum, pseudorapidity, and azimuthal angle relative to the event plane. In addition, we present the correlation between the initial tilt of the system and the vorticity through the dependence of the $\Lambda$ global polarization and directed flow on the first-order flow vector ($q_1$) in Au+Au collisions at $\sqrt{s_{\mathrm{NN}}} = 19.6$ GeV.

The local polarization indicates vorticities along the beam direction due to anisotropic transverse expansion of the medium. We present the first measurements of $\Lambda$, $\bar{\Lambda}$ hyperon local polarization in isobar collisions at $\sqrt{s_{NN}}$= 200 GeV and Au+Au collisions at $\sqrt{s_{NN}}$= 19.6, 27 GeV.  Comparisons with previous measurements in Au+Au and Pb+Pb collisions at RHIC and LHC provide important insights into the collision system size and energy dependence of the vorticities. Furthermore, the local polarization measurements at lower beam energies can probe the predicted baryonic spin hall effect in a dense baryonic environment in heavy-ion collisions.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xingrui', 'last_name': 'Gou', 'fullName': 'Gou, Xingrui', 'id': '7979484', 'affiliation': '', 'emailHash': 'eddba9a89970f9b76f45c24a734b4da0', 'db_id': 7979484, 'person_id': 7792473}"
UPC,parallel,Illuminating the impact-parameter dependence of UPC dijet photoproduction,"Paakkinen, Petja",Universidade de Santiago de Compostela,Unknown,"In this talk, we present new NLO pQCD predictions for photoproduction of dijets in UPC PbPb collisions at 5.02 TeV with realistic photon flux and up-to-date nuclear parton distribution functions (nPDFs). We calculate nuclear form factor for the impact parameter-dependent flux using Woods-Saxon density profile and compare the result to a widely-used point-like approximation. We show that a significant portion of the measured dijets at large measurable $z_\gamma$ (correspondingly small $x_A$) originate from events with relatively small impact parameters of the order of few nuclear radii, and the cross section predictions therefore become sensitive to the modelling of the nuclear geometry and photon flux close to the source nucleus. We comment on the implications of these findings for the use of UPC dijets as a constraint of nPDFs.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Petja', 'last_name': 'Paakkinen', 'fullName': 'Paakkinen, Petja', 'id': '7818975', 'affiliation': '', 'emailHash': 'a48f704b46297fba8e346164ad2dd1a0', 'db_id': 7818975, 'person_id': 7555776}"
UPC,parallel,Quarkonia production in ultra-peripheral PbPb collisions at LHCb,"Wang, Xiaolin",South China Normal University (CN),United States,"Measurements of quarkonia production in peripheral and ultra-peripheral
heavy-ion collisions are sensitive to photon-photon and photon-nucleus interac-
tions, the partonic structure of nuclei, and to the mechanisms of vector-meson
production. LHCb has studied production of the J/ψ and ψ(2S) charmonium
states in peripheral and ultra-peripheral collisions using PbPb data at forward
rapidity, obtaining the highest precision currently accessible. Here we will
present these measurements, along with comparisons with the latest theoretical
models and with results from other experiments. Future UPC measurements
with the upgraded LHCb detector in Run 3 will also be discussed","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Xiaolin', 'last_name': 'Wang', 'fullName': 'Wang, Xiaolin', 'id': '7977245', 'affiliation': 'South China Normal University (CN)', 'emailHash': '0a59224cef47193ed51df47c0454884f', 'db_id': 7977245, 'person_id': 7681593}"
UPC,parallel,Looking for QGP signatures in ultraperipheral PbPb collisions,"Das, Sruthy Jyothi",University of Colorado Boulder (US),USA,"Ultraperipheral collisions of relativistic heavy ion beams lead to a diverse set of photon-nucleus (photonuclear) interactions. The measurements of particle production in photonuclear reactions can shed light on the QCD dynamics of the novel, extremely asymmetric colliding systems, with energies between those available at RHIC and the LHC. Previous studies by ATLAS indicate significant elliptic and triangular flow coefficients in these events. Thus, it is imperative to check these events for other potential QGP signatures including radial flow, strangeness enhancement, and enhanced baryon/meson production. This talk presents the measurement of charged hadron and identified particle yields ($K^0_S$, $\Lambda$, and $\Xi$) in photonuclear collisions using 5.02 TeV Pb+Pb data collected in 2018 by ATLAS. The charged hadron and identified particle yields are presented as a function of pseudorapidity and transverse momentum in different categories of event multiplicity. The results are compared with 5.02 TeV p+Pb data collected in 2016 by ATLAS at the same event multiplicities. The results are also compared with calculations from DPMJET and hydrodynamic-based models. These comparisons enable detailed characterizations of photonuclear collision properties, including the photon energy distribution and whether small QGP droplets may be formed.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Sruthy Jyothi', 'last_name': 'Das', 'fullName': 'Das, Sruthy Jyothi', 'id': '7977244', 'affiliation': 'University of Colorado Boulder (US)', 'emailHash': 'ecaffd5599b86ade76eb05794d372be7', 'db_id': 7977244, 'person_id': 7680324}"
UPC,parallel,Exclusive $J/\psi$ Photoproduction and Entanglement-Enabled Spin Interference in Ultra-Peripheral Collisions at STAR,"Sheikh, Ashik Ikbal",Unknown,Unknown,"In ultra-peripheral collisions (UPCs), exclusive vector meson photoproduction, e.g., $\rho^{0}$ and $J/\psi$, has been considered one of the most sensitive probes to the gluon structure in heavy nuclei. Recently, it was discovered that the linear polarization of the photons involved in these processes can enable measurements of the nuclear geometry through the so-called entanglement-enabled spin interference with the $\rho^{0}$ meson. However, the possibility that the interference can happen at the level of vector mesons cannot be falsified using $\rho^{0}$ data. The longer lifetime and non-localized wave function of $J/\psi$ at the time of its decay would not result in an interference pattern similar to the $\rho^0$ unless the entanglement occurs between the photon and the Pomeron phases emitted from each nucleus, providing an opportunity to study the source of the entanglement.

In this talk, we will report first measurements of the differential cross sections of photoproduced $J/\psi$ as functions of rapidity $y$ and $p^{2}_{T} \approx -t$ (up to $2.25~\rm{(GeV/c)^2}$) in Au+Au UPCs at $\sqrt{s_{_\mathrm{NN}}}=200$ GeV recorded by STAR. The results will be presented for different combinations of neutron emission detected in zero degree calorimeters, which can be used to resolve the photon energy ambiguity. These data provide important constraints for nuclear parton distribution functions and sub-nucleonic shape fluctuations in heavy nuclei in the kinematic range $x_{\rm{parton}}\sim0.015-0.03$. We also present the first measurement of the interference pattern for those photoproduced  $J/\psi$. The observation of a positive $\cos(2\Delta \phi)$ modulation in the angular separation between the $J/\psi$ and one of its decay daughters is predicted to be a signature of entanglement between the photon and Pomeron phases. Finally, we will provide an outlook for significantly improved measurements anticipated during the final RHIC runs in 2023-2025.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Ashik Ikbal', 'last_name': 'Sheikh', 'fullName': 'Sheikh, Ashik Ikbal', 'id': '7977243', 'affiliation': '', 'emailHash': 'e0805584ffaaeb39f906f73931279fcb', 'db_id': 7977243, 'person_id': 7695892}"
UPC,parallel,Probing small-$x$ nuclear gluonic structure via coherent charmonium photoproduction in ultraperipheral PbPb collisions at CMS,"Lin, Jiazhao",Rice University (US),USA,"Gluons are found to become increasingly dominant constituents of nuclear matter when being probed at higher energies or smaller Bjorken-$x$ values. This has led to the question of the ultimate fate of nuclear gluonic structure at extreme density. In ultraperipheral collisions (UPCs) of relativistic heavy ions, the coherent heavy-flavor vector meson production via photon-nuclear interactions is of particular interest, since its cross section is sensitive to the nuclear gluon density. However, in symmetric UPCs, a two-way ambiguity in determining the photon-emitter and the target prevents the extraction of contributions involving high- and low-energy photon-nucleus interactions. This limitation, therefore, had so far reduced our capability to probe the extremely small-$x$ regime. In this talk, we will present the first measurement of coherent charmonium photoproduction, where the two-way ambiguity is solved by implementing a forward neutron tagging technique using UPC lead-lead collisions recorded by the CMS experiment at 5.02 TeV. Results of coherent J/$\psi$ production and a new measurement of coherent $\psi\mathrm{(2S)}$ production will be presented. The new results on $\psi\mathrm{(2S)}$ provide a heavier mass scale thus complementing the results on J/$\psi$ toward smaller Bjorken-$x$ values. We will discuss the physics implications of these results, as well as exciting opportunities in future LHC heavy ion runs.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Jiazhao', 'last_name': 'Lin', 'fullName': 'Lin, Jiazhao', 'id': '7977242', 'affiliation': 'Rice University (US)', 'emailHash': '92dec4aea2756ebb36b7e0a9fc77e919', 'db_id': 7977242, 'person_id': 7690228}"
Light Flavor,parallel,$\Sigma^0$ reconstruction in Ag+Ag collisions at 1.58 AGeV with the HADES experiment,"Becker, Marten",Justus-Liebig-Universität Gießen,Unknown,"In this contribution we will discuss the production of $\Sigma^0$ baryons in Ag+Ag collisions at 1.58 AGeV beam energy measured by HADES. Although, the High Acceptance DiElectron Spectrometer (HADES) at GSI was primarily designed to measure Di-Electrons, it also features a very rich program measuring hadronic probes in the region of moderate temperature and high-baryon density in the QCD phase diagram. Recently, the spectrometer was upgraded with a new RICH photon detector and an electromagnetic calorimeter. While the first allows for a strongly improved electron identification, the latter allows for photon measurements in HADES for the first time without involving the conversion process.

Those experimental upgrades allow for a clear reconstruction of the $\Sigma^0$ baryon in Ag+Ag collisions at 1.58 AGeV beam energy in the electromagnetic decay to Lambda and photon. This collision energy is right at threshold for Lambda production, however it's below for the Sigma0. In p+p collisions a rise of the $\Lambda/\Sigma^0$ ratio is measured, which, if also existent for A+A collisions, would have strong impact on the extraction of ($T,\mu_B$) values from thermal models as the $\Lambda/\Sigma^0$ is usually fixed following isospin symmetry. The analysis presented in this work allows for a $\Sigma^0$ signal with a significance of roughly 10 in the $\Lambda \gamma$ channel while no signal is observed in the $\Lambda e^{\pm}$ channel reconstructing conversion photons and, if existing, Dalitz decays. Full acceptance and efficiency studies allow for a fully corrected $\Sigma^0$ production yield, extracting a $(\Lambda+\Sigma^0)/\Sigma^0$ ratio. This value is compared to and used in thermal models applied to HADES data or GiBUU analyzing the influence of the NN threshold in Ag+Ag.","{'_type': 'ContributionParticipation', '_fossil': 'contributionParticipationMetadata', 'first_name': 'Marten', 'last_name': 'Becker', 'fullName': 'Becker, Marten', 'id': '7887466', 'affiliation': '', 'emailHash': '801b537ca6972741de65f52a94881830', 'db_id': 7887466, 'person_id': 7538454}"
